,file,speaker,dialog
853,Ses04F_script02_1,Ses04F_script02_1_M028,For real?
854,Ses04F_script02_1,Ses04F_script02_1_F017,Yes.
855,Ses04F_script02_1,Ses04F_script02_1_M029,I don't get it. The first time we came here to see it you said it was the best night of your life and last year I remember distinctly you were so excited to get here. You stubbed your toe rushing me out the door and didn't even notice until we were in the car.
856,Ses04F_script02_1,Ses04F_script02_1_F018,Last year you will also remember our shoes got wet. I got sand in my panties. We got in a big fight over nothing. You got a sore throat and we did not see the Grunions.
857,Ses04F_script02_1,Ses04F_script02_1_M030,We weren't in a good spot.
858,Ses04F_script02_1,Ses04F_script02_1_F019,We didn't see them the first time either.
859,Ses04F_script02_1,Ses04F_script02_1_M031,We just weren't in a good spot. This is a much better spot.
860,Ses04F_script02_1,Ses04F_script02_1_M032,"I've got good instincts for these things. Look there. What's that. Is that? Is that, is that-no it's just seaweed isn't it."
861,Ses04F_script02_1,Ses04F_script02_1_M033,"Ah, man this is great. I wouldn't miss this for anything. I mean think about this. I know you're not interested but just think about this for a minute."
862,Ses04F_script02_1,Ses04F_script02_1_M034,Out there someplace there's this huge mass of silver fish heading this way. They don't know why. We don't know why. It wasn't a decision. They didn't take a vote.
863,Ses04F_script02_1,Ses04F_script02_1_M035,No one sent them a map or an invitation. Just some little instinctual time release firecracker went off in their little bodies and all as one. They turned and formed a line as long as the California coast and started swimming.
864,Ses04F_script02_1,Ses04F_script02_1_M036,They're swimming right now as if that's the only thing that matters.
865,Ses04F_script02_1,Ses04F_script02_1_M037,It's single mindedness with no mind. Urgency that's pure urge.
866,Ses04F_script02_1,Ses04F_script02_1_M038,They don't know what drives them. They don't give it a name or ask question. They just turn as one and start the swim that brings them here to this place
867,Ses04F_script02_1,Ses04F_script02_1_M039,where we stand for massive celebration of sex and death.
868,Ses04F_script02_1,Ses04F_script02_1_M040,"Ah, I'm giving myself goose bumps. All my hairs are popping up."
869,Ses04F_script02_1,Ses04F_script02_1_F020,That's the wind.
870,Ses04F_script02_1,Ses04F_script02_1_M041,Well so what do you think?
871,Ses04F_script02_1,Ses04F_script02_1_F021,About what?
872,Ses04F_script02_1,Ses04F_script02_1_M042,What I said.
873,Ses04F_script02_1,Ses04F_script02_1_F022,It's ridiculous.
874,Ses04F_script02_2,Ses04F_script02_2_M000,"Well, so what do you think?"
875,Ses04F_script02_2,Ses04F_script02_2_F000,About what?
876,Ses04F_script02_2,Ses04F_script02_2_M001,What I said.
877,Ses04F_script02_2,Ses04F_script02_2_F001,It's ridiculous.
878,Ses04F_script02_2,Ses04F_script02_2_M002,It certainly is not. It's slightly exaggerated scientific fact.
879,Ses04F_script02_2,Ses04F_script02_2_F002,It's PR. Somebody sold you a bill of goods that this wonderful event is going to take place on the beach.
880,Ses04F_script02_2,Ses04F_script02_2_M003,I'm not the only one. Look at these people.
881,Ses04F_script02_2,Ses04F_script02_2_F003,"Well sure everybody's told the same story. It keeps us all coming back for more. It keeps us all excited, keeps us thinking that life is going to start any minute now if we can just find the right spot and get in on the action."
882,Ses04F_script02_2,Ses04F_script02_2_M004,Are we talking about the same thing?
883,Ses04F_script02_2,Ses04F_script02_2_F004,Well I'm sorry but it's still just fish to me.
884,Ses04F_script02_2,Ses04F_script02_2_M005,"Carla, can I ask you something? Don't take this the wrong way but are you having your period?"
885,Ses04F_script02_2,Ses04F_script02_2_F005,Goddamn it Augie don't ask me that. You always ask me that. I hate it when you ask me that. It's insulting.
886,Ses04F_script02_2,Ses04F_script02_2_M006,Well then what's bugging you?
887,Ses04F_script02_2,Ses04F_script02_2_F006,We just have different ideas about what this evening is supposed to look like.
888,Ses04F_script02_2,Ses04F_script02_2_M007,"There's nothing to it. We come down here. The grunions arrive. They do their little fish business. We go oh, ah look at the fish. They go home. We go home."
889,Ses04F_script02_2,Ses04F_script02_2_F007,"For heaven's sake, this is not about fish."
890,Ses04F_script02_2,Ses04F_script02_2_M008,Why not?
891,Ses04F_script02_2,Ses04F_script02_2_F008,We totally skipped. Right.
892,Ses04F_script02_2,Ses04F_script02_2_M009,"There's nothing to it. We come down here. The grunions arrive. They do the little fish business. We go oh, ah look at the fish. They go home. We go home."
893,Ses04F_script02_2,Ses04F_script02_2_F009,"For heaven's sake, grow up we are not going to see the Grunions."
894,Ses04F_script02_2,Ses04F_script02_2_M010,Why not?
895,Ses04F_script02_2,Ses04F_script02_2_F010,We never do. Do we have we ever?
896,Ses04F_script02_2,Ses04F_script02_2_M011,We've missed them twice that's not ever.
897,Ses04F_script02_2,Ses04F_script02_2_F011,Twice is every time we've tried that's ever.
898,Ses04F_script02_2,Ses04F_script02_2_M012,We'll see them this year.
899,Ses04F_script02_2,Ses04F_script02_2_F012,"No, we won't. It's pointless. It's like waiting up to see Santa Clause."
900,Ses04F_script02_2,Ses04F_script02_2_F013,"God I feel as though my entire life is going to be spent standing on the beach with my eyes wide open and my hands clasped expectantly waiting for the fish to show up,"
901,Ses04F_script02_2,Ses04F_script02_2_F014,and the fish won't show up.
902,Ses04F_script02_2,Ses04F_script02_2_M013,I thought you wanted to see it.
903,Ses04F_script02_2,Ses04F_script02_2_F015,You don't understand anything I'm saying.
904,Ses04F_script02_2,Ses04F_script02_2_M014,"No, of course not."
905,Ses04F_script02_2,Ses04F_script02_2_F016,I did want to see it. I always do. I keep thinking that this time will be the time but it never is.
906,Ses04F_script02_2,Ses04F_script02_2_M015,It's just a fish. Nothing to get traumatized over.
907,Ses04F_script02_2,Ses04F_script02_2_F017,"For heaven's sake, this is not about fish."
908,Ses04F_script02_2,Ses04F_script02_2_M016,I've been trying to work this backwards but I can't seem to pinpoint the moment when we took a turn for the worse. You were fine during the phone call from Marge. Dinner was okay. Doing the dishes was no problem.
909,Ses04F_script02_2,Ses04F_script02_2_M017,Let's see I took a shower. You watched the news. You said the Grunions are running tonight. I said great let's go. I feel lucky tonight.
910,Ses04F_script02_2,Ses04F_script02_2_M018,"Okay. Uh, so I'm putting on my jacket, putting out the animals. We're getting the car out of the garage."
911,Ses04F_script02_2,Ses04F_script02_2_F018,Do you remember the first time we came to see it? It was about four years ago right after we got married.
912,Ses04F_script02_2,Ses04F_script02_2_F019,We thought I was pregnant and we had a bottle of champagne but no glasses. You asked me to dance. So we took off our shoes
913,Ses04F_script02_2,Ses04F_script02_2_F020,"and you popped the cork and while we were dancing, you said the softest most intimate things to me"
914,Ses04F_script02_2,Ses04F_script02_2_F021,right into my ear so that I could hear them as much as- so that I could feel them as much as hear them.
915,Ses04F_script02_2,Ses04F_script02_2_F022,"And I remember thinking this is it. At last, at last I'm as happy as I'm supposed to be."
916,Ses04F_script02_2,Ses04F_script02_2_M019,Wait a minute. I've got it.
917,Ses04F_script02_2,Ses04F_script02_2_F023,"Dancing barefoot in the sand, drinking champagne from the bottle."
918,Ses04F_script02_2,Ses04F_script02_2_M020,"It was in the car right. Driving past the Knickerbocker Liquor Locker, you said let's get some champagne and I said times a wasting or something like that. Right?"
919,Ses04F_script02_2,Ses04F_script02_2_M021,"That's it, right? You want this to be like the other time, right. That's it."
920,Ses04F_script02_2,Ses04F_script02_2_F024,I would rather not remember some things. I would rather not hope for some things.
921,Ses04F_script02_2,Ses04F_script02_2_M022,Okay. Right. I got it. Sure. Of course. Listen you want to dance?
922,Ses04F_script02_2,Ses04F_script02_2_F025,No.
923,Ses04F_script02_2,Ses04F_script02_2_M023,You want me to get some champagne?
924,Ses04F_script02_2,Ses04F_script02_2_F026,No.
925,Ses04F_script02_2,Ses04F_script02_2_M024,Take off our shoes?
926,Ses04F_script02_2,Ses04F_script02_2_F027,No. No.
927,Ses04F_script02_2,Ses04F_script02_2_M025,Well what? Want me to breath in your ear?
928,Ses04F_script02_2,Ses04F_script02_2_F028,No.
929,Ses04F_script02_2,Ses04F_script02_2_M026,Want to get married again?
930,Ses04F_script02_2,Ses04F_script02_2_F029,No.
931,Ses04F_script02_2,Ses04F_script02_2_M027,What? What do you want a divorce?
932,Ses04F_script02_2,Ses04F_script02_2_F030,No.
933,Ses04F_script02_2,Ses04F_script02_2_M028,A vacation?
934,Ses04F_script02_2,Ses04F_script02_2_F031,No.
935,Ses04F_script02_2,Ses04F_script02_2_M029,"A new carpet, a poodle, a backrub, ice cream, a suicide pact. What? What? Carla what the hell do you want?"
936,Ses04F_script02_2,Ses04F_script02_2_F032,I want something to turn out the way it's supposed to.
937,Ses04F_script02_2,Ses04F_script02_2_M030,Well welcome to the human race. You think this is what I had in mind.
938,Ses04F_script02_2,Ses04F_script02_2_M031,"Do you think that when I proposed, I had this great fantasy going that four years down the line we'd come to the beach and yell at each other over fish."
939,Ses04F_script02_2,Ses04F_script02_2_M032,Do you think that I knew that there'd be times when you'd look at me like I'm a used Kleenex and times I would look at you and think holy hell when's the next flight to Alaska.
940,Ses04F_script02_2,Ses04F_script02_2_M033,"No, no I'm just like you. I thought it was going to be all peaches and roses and sand in our hair and wind in our"
941,Ses04F_script02_2,Ses04F_script02_2_M034,"Sand in our toes and wind in our hair and the fish will always come and the bills will always pay themselves and ha, ha baby the jokes on us. Because you know what you get,"
942,Ses04F_script02_2,Ses04F_script02_2_M035,"you know what you get Carla, this."
943,Ses04F_script02_2,Ses04F_script02_2_F033,"This what, what is this? This isn't even anything."
944,Ses04F_script02_2,Ses04F_script02_2_M036,Yes it is.
945,Ses04F_script02_2,Ses04F_script02_2_F034,"Oh, right, sure this is standing on the beach. This is waiting. This is fighting."
946,Ses04F_script02_2,Ses04F_script02_2_M037,Right.
947,Ses04F_script02_2,Ses04F_script02_2_F035,But this isn't anything like I thought anything would be like.
948,Ses04F_script02_2,Ses04F_script02_2_M038,"No, I know me either."
949,Ses04F_script02_2,Ses04F_script02_2_F036,"This is just this. I mean it includes a lot in everything but it's just not, you know, something else. Do you have any idea what I'm trying to say?"
950,Ses04F_script02_2,Ses04F_script02_2_M039,I'm doing the best I can.
951,Ses04F_script02_2,Ses04F_script02_2_F037,"I know you are, Augie. Really I do. I know you wanted this to be special and nice and it's the full moon and the sand and all but I just couldn't help thinking about being somewhere else."
952,Ses04F_script02_2,Ses04F_script02_2_M040,Maybe if you were with somebody else too.
953,Ses04F_script02_2,Ses04F_script02_2_F038,I didn't say that.
954,Ses04F_script02_2,Ses04F_script02_2_M041,"No, I know but still. I know I don't make you happy."
955,Ses04F_script02_2,Ses04F_script02_2_F039,"For heaven's sake, whatever I'm doing I'd rather be doing it with you."
956,Ses04F_script02_2,Ses04F_script02_2_M042,Yeah?
957,Ses04F_script02_2,Ses04F_script02_2_F040,Well don't be ridiculous. Don't you know that? You're the one who probably wishes you were with somebody else
958,Ses04F_script02_2,Ses04F_script02_2_F041,somebody who knew how to enjoy herself and didn't take everything so hard.
959,Ses04F_script02_2,Ses04F_script02_2_M043,"Actually now that you mention it, no I don't."
960,Ses04F_script02_2,Ses04F_script02_2_F042,Okay. Fine. So we're in the wrong spot but we're with the right person.
961,Ses04F_script02_2,Ses04F_script02_2_M044,I don't know. It seemed like a good spot to me.
962,Ses04F_script02_2,Ses04F_script02_2_M045,I mean look at the view you've got of the moon from here.
963,Ses04F_script02_2,Ses04F_script02_2_F043,"Yeah, I noticed that. Looks pretty on the water doesn't it, big old white moon."
964,Ses04F_script02_2,Ses04F_script02_2_M046,Well look at what we got here.
965,Ses04F_script02_2,Ses04F_script02_2_F044,"Oh, Augie you brought refreshments."
966,Ses04F_script02_2,Ses04F_script02_2_M047,It's not champagne.
967,Ses04F_script02_2,Ses04F_script02_2_F045,Well then I guess we don't need glasses.
968,Ses04F_script02_2,Ses04F_script02_2_M048,You still cold? Do you want to go home?
969,Ses04F_script02_2,Ses04F_script02_2_F046,I'm beginning to think you might be right. I think this may be the spot after all. Augie I'm sorry.
970,Ses04F_script02_2,Ses04F_script02_2_M049,"Shh. If we're very quiet, the fish might come."
971,Ses04F_script02_2,Ses04F_script02_2_F047,Or not.
972,Ses04F_script02_2,Ses04F_script02_2_M050,Or not.
973,Ses04F_script03_1,Ses04F_script03_1_M000,Good God.
974,Ses04F_script03_1,Ses04F_script03_1_F000,Do you think it's them?
975,Ses04F_script03_1,Ses04F_script03_1_M001,I wonder.
976,Ses04F_script03_1,Ses04F_script03_1_F001,Nobody knows we're here except Freda and she wouldn't ring up.
977,Ses04F_script03_1,Ses04F_script03_1_M002,It must be them then.
978,Ses04F_script03_1,Ses04F_script03_1_F002,Well what are we going to do?
979,Ses04F_script03_1,Ses04F_script03_1_M003,"We'll be alright, darling. Whatever happens, aren't we?"
980,Ses04F_script03_1,Ses04F_script03_1_F003,Now and always sweet.
981,Ses04F_script03_1,Ses04F_script03_1_M004,I don't care then.
